title,author,rating,genres
"the lunatic cafe (anita blake, vampire hunter, #4)",laurell k. hamilton,8.26,fantasy
"finding sky (benedicts, #1)",joss stirling,8.12,fantasy
the symposium,plato,8.16,documentary
"vampire kisses: the beginning (vampire kisses, #1-3)",ellen schreiber,8.26,fantasy
two boys kissing,david levithan,8.16,romance
the lowland,jhumpa lahiri,7.74,history
the samurai's garden,gail tsukiyama,8.28,history
child of god,cormac mccarthy,7.68,horror
an astronaut's guide to life on earth,chris hadfield,8.32,documentary
"shades of earth (across the universe, #3)",beth revis,8.14,science fiction
big magic: creative living beyond fear,elizabeth gilbert,7.9,documentary
"after we collided (after, #2)",anna todd,7.44,romance
the power,naomi alderman,7.54,science fiction
notes from a small island,bill bryson,7.82,documentary
forever,pete hamill,7.9,history
if he had been with me,laura nowlin,7.74,romance
struck by lightning: the carson phillips journal,chris colfer,7.62,comedy
"bring up the bodies (thomas cromwell, #2)",hilary mantel,8.56,history
desperation,stephen king,7.7,horror
"la resistencia (memorias de idhún, #1)",laura gallego garcía,8.26,fantasy
"little brother (little brother, #1)",cory doctorow,7.86,science fiction
ward d,freida mcfadden,8.14,thriller
the stranger beside me: ted bundy: the shocking inside story,ann rule,8.26,crime
"edenbrooke (edenbrooke, #1)",julianne donaldson,8.64,romance
4 3 2 1,paul auster,7.9,history
audition,ryū murakami,7.02,horror
"julie and julia: 365 days, 524 recipes, 1 tiny apartment kitchen",julie powell,7.42,documentary
what happened to goodbye,sarah dessen,7.9,romance
off the grid: the catalyst,brian  courtney,8.36,thriller
"the emotion code: how to release your trapped emotions for abundant health, love, and happiness",bradley  nelson,7.98,documentary
"eight cousins (eight cousins, #1)",louisa may alcott,8.04,history
prometheus bound,aeschylus,7.86,fantasy
death and the dervish,meša selimović,9.04,history
please look after mom,shin kyung-sook,7.78,family
"the borrowers (the borrowers, #1)",mary norton,8.06,fantasy
"grimm up north (dci harry grimm, #1)",david j. gatward,8.52,mystery
dinners with ruth: a memoir on the power of friendships,nina totenberg,8.32,documentary
any human heart,william  boyd,8.56,history
la tregua,mario benedetti,8.36,romance
alexander hamilton,ron chernow,8.44,history
"the hard way (jack reacher, #10)",lee child,8.38,thriller
delta of venus,anaïs nin,7.24,romance
"bloody jack (bloody jack, #1)",l.a. meyer,8.22,history
"every heart a doorway (wayward children, #1)",seanan mcguire,7.64,fantasy
"the dead-tossed waves (the forest of hands and teeth, #2)",carrie ryan,7.82,horror
"the gamble (colorado mountain, #1)",kristen ashley,8.5,romance
murder board (boston crime thriller #1),brian christopher shea,8.34,thriller
"pyramids (discworld, #7)",terry pratchett,7.84,fantasy
"the faceless ones (skulduggery pleasant, #3)",derek landy,8.8,fantasy
"the eternity cure (blood of eden, #2)",julie kagawa,8.42,fantasy
for colored girls who have considered suicide / when the rainbow is enuf,ntozake shange,8.56,drama
this is where it ends,marieke nijkamp,7.36,thriller
"midnight sacrifice (midnight, #2)",melinda leigh,8.46,romance
dr. seuss's abc: an amazing alphabet book!,dr. seuss,8.24,fantasy
حوار مع صديقي الملحد,مصطفى محمود,7.76,documentary
goodbye to all that,robert graves,7.84,documentary
necroscope (necroscope #1),brian lumley,8.02,horror
the black swan: the impact of the highly improbable,nassim nicholas taleb,7.92,documentary
"the bride (lairds' fiancées, #1)",julie garwood,8.46,romance
silk,alessandro baricco,7.68,history
"the dry (aaron falk, #1)",jane harper,8.12,mystery
crying in h mart,michelle zauner,8.56,documentary
nothing to envy: ordinary lives in north korea,barbara demick,8.88,documentary
the complete grimm's fairy tales,jacob grimm,8.56,fantasy
"the girl who circumnavigated fairyland in a ship of her own making (fairyland, #1)",catherynne m. valente,7.9,fantasy
lost souls,poppy z. brite,7.8,horror
"the devil's star (harry hole, #5)",jo nesbø,8.12,crime
three weeks with my brother,nicholas sparks,8.06,documentary
"a song of ice and fire (a song of ice and fire, #1-4)",george r.r. martin,9.26,fantasy
"the gilded wolves (the gilded wolves, #1)",roshani chokshi,7.44,fantasy
"luck in the shadows (nightrunner, #1)",lynn flewelling,8.18,fantasy
"mistborn trilogy boxed set (mistborn, #1-3)",brandon sanderson,9.18,fantasy
"the unhoneymooners (unhoneymooners, #1)",christina lauren,7.86,romance
"the fall of five (lorien legacies, #4)",pittacus lore,8.44,fantasy
hunger: a memoir of (my) body,roxane gay,8.36,documentary
little red riding hood,julie mannino,6.66,fantasy
"three day road (bird family trilogy, #1)",joseph boyden,8.56,history
this is where i leave you,jonathan tropper,7.76,comedy
a simple plan,scott        smith,7.8,thriller
the life and times of the thunderbolt kid,bill bryson,7.86,documentary
"monument 14 (monument 14, #1)",emmy laybourne,7.8,science fiction
cruel beauty,rosamund hodge,7.3,fantasy
me and earl and the dying girl,jesse andrews,7.04,comedy
love & misadventure,lang leav,7.88,romance
"the outlaw demon wails (the hollows, #6)",kim harrison,8.74,fantasy
wasted: a memoir of anorexia and bulimia,marya hornbacher,8.04,documentary
"beyond the kingdoms (the land of stories, #4)",chris colfer,8.88,fantasy
"the a.b.c. murders (hercule poirot, #13)",agatha christie,8.06,mystery
"things we never got over (knockemout, #1)",lucy score,8.4,romance
"the prisoner of cell 25 (michael vey, #1)",richard paul evans,8.44,science fiction
scarlett,alexandra ripley,7.22,history
"terrier (beka cooper, #1)",tamora pierce,8.3,fantasy
baudolino,umberto eco,7.56,history
the howling,gary brandner,7.9,horror
the burn palace,stephen dobyns,7.06,mystery
the top 10 of everything 2007,russell ash,7.72,documentary
"the luxe (luxe, #1)",anna godbersen,7.28,history
"once and always (sequels, #1)",judith mcnaught,8.36,romance
pretty girls,karin slaughter,8.08,thriller
"consequences (consequences, #1)",aleatha romig,7.84,drama
valis,philip k. dick,7.84,science fiction
"off season (dead river, #1)",jack ketchum,7.58,horror
"lord loss (the demonata, #1)",darren shan,8.48,horror
suvashun,simin daneshvar,7.9,history
الفيل الأزرق,أحمد مراد,7.58,horror
"hounded (the iron druid chronicles, #1)",kevin hearne,8.18,fantasy
the man who planted trees,jean giono,8.4,documentary
thr3e,ted dekker,8.14,thriller
the monk,matthew gregory lewis,7.66,horror
"darkest hour (the mediator, #4)",jenny carroll,8.32,horror
postsecret: extraordinary confessions from ordinary lives,frank warren,7.98,documentary
the sweet gum tree,katherine allred,8.52,romance
the canterville ghost,oscar wilde,7.76,horror
d'aulaires' book of greek myths,ingri d'aulaire,8.82,fantasy
darkness visible: a memoir of madness,william styron,7.98,documentary
the dragon storm - gates,anthony dipaolo,8.7,fantasy
everybody knows,jordan harper,7.72,mystery
"kushiel's avatar (phèdre's trilogy, #3)",jacqueline carey,8.74,fantasy
"winger (winger, #1)",andrew  smith,8.08,comedy
black lies,alessandra torre,8.52,romance
"midnight exposure (midnight, #1)",melinda leigh,8.24,romance
"deadly little secret (touch, #1)",laurie faria stolarz,7.72,horror
orchard of skeletons,eli wilde,8.62,horror
"red mars (mars trilogy, #1)",kim stanley robinson,7.72,science fiction
"river marked (mercy thompson, #6)",patricia briggs,8.56,fantasy
21 lessons for the 21st century,yuval noah harari,8.34,documentary
my utmost for his highest,oswald chambers,8.76,documentary
"the warden and the wolf king (the wingfeather saga, #4)",andrew       peterson,9.5,fantasy
"what if it's us (what if it's us, #1)",becky albertalli,7.66,romance
double indemnity,james m. cain,8.12,mystery
the gift of fear: survival signals that protect us from violence,gavin de becker,8.34,documentary
"wolfsong (green creek, #1)",t.j. klune,8.64,fantasy
"rhythm of war (the stormlight archive, #4)",brandon sanderson,9.24,fantasy
drawpoint (blake brier #4),l.t. ryan,8.98,mystery
the charm school,nelson demille,8.56,thriller
money game: a wealth manifestation guide. level up your mindset step-by-step & create an abundant life,daniel mangena,8.66,documentary
nefertiti,michelle moran,8.16,history
"the devouring (the devouring, #1)",simon holt,7.86,horror
"the looking glass wars (the looking glass wars, #1)",frank beddor,7.84,fantasy
"full dark, no stars",stephen king,8.14,horror
"the caves of steel (robot, #1)",isaac asimov,8.38,science fiction
the blind watchmaker: why the evidence of evolution reveals a universe without design,richard dawkins,8.18,documentary
"tommaso (immortal matchmakers, inc. #2)",mimi jean pamfiloff,8.26,horror
the pragmatist’s guide to crafting religion: a playbook for sculpting cultures that overcome demographic collapse & facilitate long-term human flourishing,simone collins,8.7,documentary
the ransom of red chief,o. henry,8.32,comedy
"something wonderful (sequels, #2)",judith mcnaught,8.62,romance
"jack who?: perfect storms (silver strings g, #1)",lisa gillis,7.24,romance
"forsaken (the demon trappers, #1)",jana oliver,7.98,horror
the temple of the golden pavilion,yukio mishima,7.96,history
"a court of frost and starlight (a court of thorns and roses, #3.5)",sarah j. maas,7.56,fantasy
exquisite corpse,poppy z. brite,7.56,horror
fear and loathing on the campaign trail '72,hunter s. thompson,8.26,documentary
"dirty red (love me with lies, #2)",tarryn fisher,8.4,romance
"night fall (john corey, #3)",nelson demille,8.24,thriller
the year of living biblically: one man's humble quest to follow the bible as literally as possible,a.j. jacobs,7.5,documentary
a woman of substance (emma harte saga #1),barbara taylor bradford,8.4,history
the soft machine (the nova trilogy #1),william s. burroughs,6.86,science fiction
"the gray wolf throne (seven realms, #3)",cinda williams chima,8.76,fantasy
titus andronicus,william shakespeare,7.36,drama
the importance of being earnest and other plays,oscar wilde,8.48,drama
as above (the fallen #1),julie mannino,7.64,fantasy
tales from the shadowhunter academy,cassandra clare,8.64,fantasy
"all things wise and wonderful (all creatures great and small, #5-6)",james herriot,8.86,documentary
hamilton: the revolution,lin-manuel miranda,8.9,documentary
"live to tell (detective d.d. warren, #4)",lisa gardner,8.38,mystery
"on the fence (old town shops, #2)",kasie west,8.04,romance
"iron widow (iron widow, #1)",xiran jay zhao,8.2,fantasy
a gracious enemy & after the war volume one,michael g. kramer,8.58,drama
"dark days (skulduggery pleasant, #4)",derek landy,8.84,fantasy
just the sexiest man alive,julie james,7.84,romance
being mortal: medicine and what matters in the end,atul gawande,8.96,documentary
"covet (fallen angels, #1)",j.r. ward,7.84,horror
the zookeeper's wife,diane ackerman,6.96,documentary
"dragonsong (harper hall, #1)",anne mccaffrey,8.5,fantasy
"bad things (tristan & danika, #1)",r.k. lilley,8.56,romance
mason & dixon,thomas pynchon,8.22,history
nicu ii and victoria's incestuous romance,kenneth jarrett singleton,8.74,drama
the glass inferno,thomas n. scortia,7.64,thriller
your secret admirer,carl laymon,7.5,horror
the girl who chased the moon,sarah addison allen,7.94,fantasy
mud vein,tarryn fisher,8.18,romance
"lady knight (protector of the small, #4)",tamora pierce,8.64,fantasy
"10% happier: how i tamed the voice in my head, reduced stress without losing my edge, and found self-help that actually works",dan   harris,7.84,documentary
predictably irrational: the hidden forces that shape our decisions,dan ariely,8.24,documentary
never go with your gut: how pioneering leaders make the best decisions and avoid business disasters,gleb tsipursky,8.34,documentary
johnny tremain,esther forbes,7.36,history
silence,shūsaku endō,8.16,history
"traitor's moon (nightrunner, #3)",lynn flewelling,8.26,fantasy
la horde du contrevent,alain damasio,8.88,fantasy
the tender bar: a memoir,j.r. moehringer,7.96,documentary
"hallowed (unearthly, #2)",cynthia hand,8.18,fantasy
"the twelve (the passage, #2)",justin cronin,8.04,horror
"the last star (the 5th wave, #3)",rick yancey,7.22,science fiction
"rock chick (rock chick, #1)",kristen ashley,8.34,romance
"defiance (defiance, #1)",c.j. redwine,7.32,fantasy
ben-hur: a tale of the christ,lew wallace,8.06,history
coming through slaughter,michael ondaatje,7.76,history
the sisters club,megan mcdonald,8.06,family
"chase the dark (steel & stone, #1)",annette marie,8.36,fantasy
flush,carl hiaasen,7.78,mystery
vathek,william beckford,6.5,horror
my policeman,bethan roberts,8.04,romance
secret slave: kidnapped and abused for 13 years. this is my story of survival.,anna ruston,8.42,documentary
freedom: my book of firsts,jaycee dugard,7.02,documentary
"the coaching habit: say less, ask more & change the way you lead forever",michael bungay stanier,8.04,documentary
"hawksong (the kiesha'ra, #1)",amelia atwater-rhodes,8.32,fantasy
"after ever happy (after, #4)",anna todd,7.94,romance
"children of time (children of time, #1)",adrian tchaikovsky,8.6,science fiction
the big dark sky,dean koontz,8.06,horror
"a job from hell (ancient legends, #1)",jayde scott,7.12,fantasy
"motorcycle man (dream man, #4)",kristen ashley,8.76,romance
"a dangerous path (warriors, #5)",erin hunter,8.88,fantasy
"spellsinger (spellsinger, #1)",alan dean foster,7.74,fantasy
obsession,jennifer l. armentrout,8.2,romance
"mossflower (redwall, #2)",brian jacques,8.24,fantasy
audrey rose,frank de felitta,7.78,horror
wishful drinking,carrie fisher,7.62,documentary
woman of light,kali fajardo-anstine,7.32,history
"every dead thing (charlie parker, #1)",john connolly,7.94,mystery
"arrow of the mist (arrow of the mist, #1)",christina mercer,7.9,fantasy
becoming free indeed: my story of disentangling faith from fear,jinger duggar vuolo,7.26,documentary
"love, lex (the undergrad years, #1)",avery aster,6.44,romance
"crave (crave, #1)",tracy wolff,7.6,fantasy
"midnight sun (the twilight saga, #5)",stephenie meyer,7.46,fantasy
"sandry's book (circle of magic, #1)",tamora pierce,8.04,fantasy
long walk: the true story of a trek to freedom,slavomir rawicz,8.46,documentary
